index,fname,label,real_int,real_str
8300.0,8300.png,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]","9, 1, 3, 3","Ankle boot, Trouser, Dress, Dress"
8301.0,8301.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","6, 5, 1, 7","Shirt, Sandal, Trouser, Sneaker"
8302.0,8302.png,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","8, 0, 2, 9","Bag, T-shirt/top, Pullover, Ankle boot"
8303.0,8303.png,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]","3, 8, 6, 8","Dress, Bag, Shirt, Bag"
8304.0,8304.png,"[0, 0, 0, 1, 0, 0, 1, 0, 1, 0]","6, 3, 3, 8","Shirt, Dress, Dress, Bag"
8305.0,8305.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","7, 1, 0, 0","Sneaker, Trouser, T-shirt/top, T-shirt/top"
8306.0,8306.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","9, 9, 2, 2","Ankle boot, Ankle boot, Pullover, Pullover"
8307.0,8307.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 1]","1, 5, 9, 7","Trouser, Sandal, Ankle boot, Sneaker"
8308.0,8308.png,"[0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","7, 3, 1, 1","Sneaker, Dress, Trouser, Trouser"
8309.0,8309.png,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 0]","8, 7, 4, 3","Bag, Sneaker, Coat, Dress"
8310.0,8310.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]","0, 7, 5, 9","T-shirt/top, Sneaker, Sandal, Ankle boot"
8311.0,8311.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","9, 5, 4, 7","Ankle boot, Sandal, Coat, Sneaker"
8312.0,8312.png,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","1, 0, 0, 5","Trouser, T-shirt/top, T-shirt/top, Sandal"
8313.0,8313.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","3, 8, 1, 9","Dress, Bag, Trouser, Ankle boot"
8314.0,8314.png,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","8, 5, 3, 4","Bag, Sandal, Dress, Coat"
8315.0,8315.png,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","1, 7, 5, 2","Trouser, Sneaker, Sandal, Pullover"
8316.0,8316.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","7, 1, 4, 4","Sneaker, Trouser, Coat, Coat"
8317.0,8317.png,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0]","8, 4, 6, 4","Bag, Coat, Shirt, Coat"
8318.0,8318.png,"[1, 0, 0, 1, 0, 1, 1, 0, 0, 0]","0, 6, 3, 5","T-shirt/top, Shirt, Dress, Sandal"
8319.0,8319.png,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","6, 6, 7, 7","Shirt, Shirt, Sneaker, Sneaker"
8320.0,8320.png,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","2, 3, 0, 3","Pullover, Dress, T-shirt/top, Dress"
8321.0,8321.png,"[1, 1, 0, 0, 0, 1, 0, 0, 1, 0]","5, 0, 1, 8","Sandal, T-shirt/top, Trouser, Bag"
8322.0,8322.png,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1]","8, 3, 3, 9","Bag, Dress, Dress, Ankle boot"
8323.0,8323.png,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0]","4, 8, 3, 8","Coat, Bag, Dress, Bag"
8324.0,8324.png,"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]","5, 6, 0, 8","Sandal, Shirt, T-shirt/top, Bag"
8325.0,8325.png,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","4, 1, 4, 0","Coat, Trouser, Coat, T-shirt/top"
8326.0,8326.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","1, 2, 4, 4","Trouser, Pullover, Coat, Coat"
8327.0,8327.png,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","9, 9, 2, 9","Ankle boot, Ankle boot, Pullover, Ankle boot"
8328.0,8328.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","7, 6, 6, 1","Sneaker, Shirt, Shirt, Trouser"
8329.0,8329.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 1]","4, 9, 1, 1","Coat, Ankle boot, Trouser, Trouser"
8330.0,8330.png,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]","3, 6, 7, 5","Dress, Shirt, Sneaker, Sandal"
8331.0,8331.png,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 0]","2, 6, 0, 4","Pullover, Shirt, T-shirt/top, Coat"
8332.0,8332.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","6, 7, 2, 6","Shirt, Sneaker, Pullover, Shirt"
8333.0,8333.png,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","5, 2, 7, 6","Sandal, Pullover, Sneaker, Shirt"
8334.0,8334.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","3, 2, 3, 3","Dress, Pullover, Dress, Dress"
8335.0,8335.png,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0]","7, 4, 6, 0","Sneaker, Coat, Shirt, T-shirt/top"
8336.0,8336.png,"[0, 0, 1, 1, 0, 1, 0, 1, 0, 0]","3, 7, 2, 5","Dress, Sneaker, Pullover, Sandal"
8337.0,8337.png,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","1, 6, 1, 0","Trouser, Shirt, Trouser, T-shirt/top"
8338.0,8338.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","5, 7, 1, 1","Sandal, Sneaker, Trouser, Trouser"
8339.0,8339.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","8, 8, 0, 4","Bag, Bag, T-shirt/top, Coat"
8340.0,8340.png,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]","6, 0, 8, 0","Shirt, T-shirt/top, Bag, T-shirt/top"
8341.0,8341.png,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","7, 0, 0, 5","Sneaker, T-shirt/top, T-shirt/top, Sandal"
8342.0,8342.png,"[1, 0, 1, 1, 0, 0, 0, 0, 1, 0]","2, 3, 0, 8","Pullover, Dress, T-shirt/top, Bag"
8343.0,8343.png,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","7, 3, 3, 6","Sneaker, Dress, Dress, Shirt"
8344.0,8344.png,"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","0, 8, 5, 7","T-shirt/top, Bag, Sandal, Sneaker"
8345.0,8345.png,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]","2, 9, 1, 1","Pullover, Ankle boot, Trouser, Trouser"
8346.0,8346.png,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 0]","7, 5, 0, 2","Sneaker, Sandal, T-shirt/top, Pullover"
8347.0,8347.png,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 1]","6, 4, 9, 3","Shirt, Coat, Ankle boot, Dress"
8348.0,8348.png,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","9, 6, 5, 5","Ankle boot, Shirt, Sandal, Sandal"
8349.0,8349.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","3, 7, 3, 8","Dress, Sneaker, Dress, Bag"
8350.0,8350.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","4, 7, 7, 5","Coat, Sneaker, Sneaker, Sandal"
8351.0,8351.png,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","3, 3, 4, 6","Dress, Dress, Coat, Shirt"
8352.0,8352.png,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 0]","3, 6, 8, 2","Dress, Shirt, Bag, Pullover"
8353.0,8353.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","9, 7, 1, 7","Ankle boot, Sneaker, Trouser, Sneaker"
8354.0,8354.png,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]","9, 6, 0, 4","Ankle boot, Shirt, T-shirt/top, Coat"
8355.0,8355.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","4, 9, 2, 4","Coat, Ankle boot, Pullover, Coat"
8356.0,8356.png,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","8, 4, 1, 4","Bag, Coat, Trouser, Coat"
8357.0,8357.png,"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]","0, 4, 8, 6","T-shirt/top, Coat, Bag, Shirt"
8358.0,8358.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","6, 7, 0, 7","Shirt, Sneaker, T-shirt/top, Sneaker"
8359.0,8359.png,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0]","4, 2, 6, 4","Coat, Pullover, Shirt, Coat"
8360.0,8360.png,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 1]","5, 9, 2, 9","Sandal, Ankle boot, Pullover, Ankle boot"
8361.0,8361.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","4, 2, 4, 1","Coat, Pullover, Coat, Trouser"
8362.0,8362.png,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","9, 8, 2, 8","Ankle boot, Bag, Pullover, Bag"
8363.0,8363.png,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","8, 5, 4, 6","Bag, Sandal, Coat, Shirt"
8364.0,8364.png,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","4, 9, 9, 4","Coat, Ankle boot, Ankle boot, Coat"
8365.0,8365.png,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","4, 7, 8, 8","Coat, Sneaker, Bag, Bag"
8366.0,8366.png,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 0]","0, 2, 0, 7","T-shirt/top, Pullover, T-shirt/top, Sneaker"
8367.0,8367.png,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","4, 6, 5, 8","Coat, Shirt, Sandal, Bag"
8368.0,8368.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]","5, 8, 9, 7","Sandal, Bag, Ankle boot, Sneaker"
8369.0,8369.png,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","1, 0, 9, 9","Trouser, T-shirt/top, Ankle boot, Ankle boot"
8370.0,8370.png,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]","1, 2, 5, 7","Trouser, Pullover, Sandal, Sneaker"
8371.0,8371.png,"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]","0, 4, 4, 9","T-shirt/top, Coat, Coat, Ankle boot"
8372.0,8372.png,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0]","3, 4, 8, 5","Dress, Coat, Bag, Sandal"
8373.0,8373.png,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]","5, 7, 0, 4","Sandal, Sneaker, T-shirt/top, Coat"
8374.0,8374.png,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0]","8, 2, 8, 5","Bag, Pullover, Bag, Sandal"
8375.0,8375.png,"[0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","6, 5, 1, 5","Shirt, Sandal, Trouser, Sandal"
8376.0,8376.png,"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0]","0, 1, 2, 2","T-shirt/top, Trouser, Pullover, Pullover"
8377.0,8377.png,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","6, 7, 8, 9","Shirt, Sneaker, Bag, Ankle boot"
8378.0,8378.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]","8, 9, 7, 5","Bag, Ankle boot, Sneaker, Sandal"
8379.0,8379.png,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0]","5, 5, 3, 1","Sandal, Sandal, Dress, Trouser"
8380.0,8380.png,"[0, 0, 1, 0, 0, 1, 1, 0, 1, 0]","5, 6, 2, 8","Sandal, Shirt, Pullover, Bag"
8381.0,8381.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","7, 1, 7, 5","Sneaker, Trouser, Sneaker, Sandal"
8382.0,8382.png,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","7, 2, 7, 9","Sneaker, Pullover, Sneaker, Ankle boot"
8383.0,8383.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1]","9, 4, 4, 3","Ankle boot, Coat, Coat, Dress"
8384.0,8384.png,"[0, 0, 1, 0, 1, 1, 1, 0, 0, 0]","4, 2, 5, 6","Coat, Pullover, Sandal, Shirt"
8385.0,8385.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","3, 0, 9, 0","Dress, T-shirt/top, Ankle boot, T-shirt/top"
8386.0,8386.png,"[0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","8, 2, 1, 7","Bag, Pullover, Trouser, Sneaker"
8387.0,8387.png,"[1, 1, 1, 0, 0, 0, 0, 0, 1, 0]","8, 2, 0, 1","Bag, Pullover, T-shirt/top, Trouser"
8388.0,8388.png,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","9, 0, 9, 5","Ankle boot, T-shirt/top, Ankle boot, Sandal"
8389.0,8389.png,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","8, 9, 4, 9","Bag, Ankle boot, Coat, Ankle boot"
8390.0,8390.png,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","6, 0, 1, 0","Shirt, T-shirt/top, Trouser, T-shirt/top"
8391.0,8391.png,"[1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","9, 1, 0, 6","Ankle boot, Trouser, T-shirt/top, Shirt"
8392.0,8392.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 0]","5, 8, 8, 1","Sandal, Bag, Bag, Trouser"
8393.0,8393.png,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0]","1, 7, 1, 4","Trouser, Sneaker, Trouser, Coat"
8394.0,8394.png,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","5, 6, 2, 2","Sandal, Shirt, Pullover, Pullover"
8395.0,8395.png,"[0, 1, 0, 0, 0, 1, 0, 0, 1, 1]","8, 1, 9, 5","Bag, Trouser, Ankle boot, Sandal"
8396.0,8396.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","9, 1, 1, 7","Ankle boot, Trouser, Trouser, Sneaker"
8397.0,8397.png,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0]","7, 2, 6, 2","Sneaker, Pullover, Shirt, Pullover"
8398.0,8398.png,"[0, 0, 1, 1, 1, 0, 0, 1, 0, 0]","7, 3, 4, 2","Sneaker, Dress, Coat, Pullover"
8399.0,8399.png,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","6, 2, 7, 5","Shirt, Pullover, Sneaker, Sandal"
8400.0,8400.png,"[1, 0, 1, 0, 0, 0, 0, 1, 1, 0]","0, 2, 8, 7","T-shirt/top, Pullover, Bag, Sneaker"
8401.0,8401.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","5, 9, 0, 4","Sandal, Ankle boot, T-shirt/top, Coat"
8402.0,8402.png,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 1]","3, 9, 5, 1","Dress, Ankle boot, Sandal, Trouser"
8403.0,8403.png,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]","0, 8, 4, 8","T-shirt/top, Bag, Coat, Bag"
8404.0,8404.png,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","9, 2, 3, 0","Ankle boot, Pullover, Dress, T-shirt/top"
8405.0,8405.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","7, 9, 8, 3","Sneaker, Ankle boot, Bag, Dress"
8406.0,8406.png,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","8, 7, 4, 9","Bag, Sneaker, Coat, Ankle boot"
8407.0,8407.png,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","7, 4, 9, 7","Sneaker, Coat, Ankle boot, Sneaker"
8408.0,8408.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","7, 5, 1, 7","Sneaker, Sandal, Trouser, Sneaker"
8409.0,8409.png,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 1]","9, 9, 2, 3","Ankle boot, Ankle boot, Pullover, Dress"
8410.0,8410.png,"[0, 1, 0, 1, 0, 0, 0, 0, 0, 1]","9, 3, 9, 1","Ankle boot, Dress, Ankle boot, Trouser"
8411.0,8411.png,"[0, 0, 0, 1, 1, 0, 1, 0, 0, 0]","4, 6, 3, 4","Coat, Shirt, Dress, Coat"
8412.0,8412.png,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]","1, 4, 1, 2","Trouser, Coat, Trouser, Pullover"
8413.0,8413.png,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]","4, 0, 7, 8","Coat, T-shirt/top, Sneaker, Bag"
8414.0,8414.png,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","9, 5, 5, 6","Ankle boot, Sandal, Sandal, Shirt"
8415.0,8415.png,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0]","4, 7, 5, 4","Coat, Sneaker, Sandal, Coat"
8416.0,8416.png,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0]","4, 0, 6, 7","Coat, T-shirt/top, Shirt, Sneaker"
8417.0,8417.png,"[0, 0, 0, 1, 0, 1, 1, 0, 1, 0]","3, 5, 6, 8","Dress, Sandal, Shirt, Bag"
8418.0,8418.png,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","5, 6, 6, 9","Sandal, Shirt, Shirt, Ankle boot"
8419.0,8419.png,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","8, 5, 3, 3","Bag, Sandal, Dress, Dress"
8420.0,8420.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","2, 7, 4, 9","Pullover, Sneaker, Coat, Ankle boot"
8421.0,8421.png,"[0, 0, 1, 0, 1, 0, 0, 1, 0, 1]","4, 9, 7, 2","Coat, Ankle boot, Sneaker, Pullover"
8422.0,8422.png,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","4, 1, 0, 5","Coat, Trouser, T-shirt/top, Sandal"
8423.0,8423.png,"[0, 0, 0, 1, 0, 1, 0, 0, 1, 0]","5, 8, 3, 8","Sandal, Bag, Dress, Bag"
8424.0,8424.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 0, 3, 0","Sandal, T-shirt/top, Dress, T-shirt/top"
8425.0,8425.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","9, 5, 1, 9","Ankle boot, Sandal, Trouser, Ankle boot"
8426.0,8426.png,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","7, 9, 0, 1","Sneaker, Ankle boot, T-shirt/top, Trouser"
8427.0,8427.png,"[0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","4, 4, 8, 7","Coat, Coat, Bag, Sneaker"
8428.0,8428.png,"[0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","9, 8, 9, 1","Ankle boot, Bag, Ankle boot, Trouser"
8429.0,8429.png,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1]","1, 0, 3, 9","Trouser, T-shirt/top, Dress, Ankle boot"
8430.0,8430.png,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","9, 0, 9, 0","Ankle boot, T-shirt/top, Ankle boot, T-shirt/top"
8431.0,8431.png,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]","3, 0, 4, 7","Dress, T-shirt/top, Coat, Sneaker"
8432.0,8432.png,"[0, 1, 0, 0, 0, 0, 0, 1, 0, 0]","7, 7, 1, 7","Sneaker, Sneaker, Trouser, Sneaker"
8433.0,8433.png,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]","3, 6, 5, 7","Dress, Shirt, Sandal, Sneaker"
8434.0,8434.png,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","3, 4, 4, 4","Dress, Coat, Coat, Coat"
8435.0,8435.png,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","4, 4, 2, 8","Coat, Coat, Pullover, Bag"
8436.0,8436.png,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]","0, 9, 8, 0","T-shirt/top, Ankle boot, Bag, T-shirt/top"
8437.0,8437.png,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 1]","8, 4, 5, 9","Bag, Coat, Sandal, Ankle boot"
8438.0,8438.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","1, 1, 7, 6","Trouser, Trouser, Sneaker, Shirt"
8439.0,8439.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 3, 5, 3","Sandal, Dress, Sandal, Dress"
8440.0,8440.png,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","6, 0, 5, 4","Shirt, T-shirt/top, Sandal, Coat"
8441.0,8441.png,"[0, 0, 0, 1, 0, 1, 0, 0, 0, 0]","5, 3, 5, 3","Sandal, Dress, Sandal, Dress"
8442.0,8442.png,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 1]","4, 9, 5, 9","Coat, Ankle boot, Sandal, Ankle boot"
8443.0,8443.png,"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]","0, 3, 5, 3","T-shirt/top, Dress, Sandal, Dress"
8444.0,8444.png,"[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","6, 8, 2, 6","Shirt, Bag, Pullover, Shirt"
8445.0,8445.png,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","6, 2, 0, 9","Shirt, Pullover, T-shirt/top, Ankle boot"
8446.0,8446.png,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","5, 0, 0, 4","Sandal, T-shirt/top, T-shirt/top, Coat"
8447.0,8447.png,"[1, 0, 1, 0, 0, 1, 0, 0, 1, 0]","2, 8, 5, 0","Pullover, Bag, Sandal, T-shirt/top"
8448.0,8448.png,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]","3, 3, 9, 0","Dress, Dress, Ankle boot, T-shirt/top"
8449.0,8449.png,"[0, 1, 0, 0, 0, 1, 1, 1, 0, 0]","6, 5, 1, 7","Shirt, Sandal, Trouser, Sneaker"
8450.0,8450.png,"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0]","8, 3, 5, 0","Bag, Dress, Sandal, T-shirt/top"
8451.0,8451.png,"[1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","5, 1, 4, 0","Sandal, Trouser, Coat, T-shirt/top"
8452.0,8452.png,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0]","6, 7, 1, 7","Shirt, Sneaker, Trouser, Sneaker"
8453.0,8453.png,"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","5, 2, 8, 1","Sandal, Pullover, Bag, Trouser"
8454.0,8454.png,"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]","0, 5, 7, 4","T-shirt/top, Sandal, Sneaker, Coat"
8455.0,8455.png,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","0, 9, 7, 6","T-shirt/top, Ankle boot, Sneaker, Shirt"
8456.0,8456.png,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 1]","7, 2, 7, 9","Sneaker, Pullover, Sneaker, Ankle boot"
8457.0,8457.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","2, 3, 4, 4","Pullover, Dress, Coat, Coat"
8458.0,8458.png,"[0, 0, 0, 0, 0, 1, 0, 1, 1, 1]","7, 9, 8, 5","Sneaker, Ankle boot, Bag, Sandal"
8459.0,8459.png,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","2, 4, 2, 2","Pullover, Coat, Pullover, Pullover"
8460.0,8460.png,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 1]","1, 5, 1, 9","Trouser, Sandal, Trouser, Ankle boot"
8461.0,8461.png,"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]","9, 1, 5, 2","Ankle boot, Trouser, Sandal, Pullover"
8462.0,8462.png,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","2, 5, 2, 6","Pullover, Sandal, Pullover, Shirt"
8463.0,8463.png,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1]","1, 9, 3, 8","Trouser, Ankle boot, Dress, Bag"
8464.0,8464.png,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","2, 9, 0, 3","Pullover, Ankle boot, T-shirt/top, Dress"
8465.0,8465.png,"[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]","6, 6, 7, 5","Shirt, Shirt, Sneaker, Sandal"
8466.0,8466.png,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]","7, 3, 7, 9","Sneaker, Dress, Sneaker, Ankle boot"
8467.0,8467.png,"[0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","2, 5, 8, 7","Pullover, Sandal, Bag, Sneaker"
8468.0,8468.png,"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]","4, 0, 5, 6","Coat, T-shirt/top, Sandal, Shirt"
8469.0,8469.png,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0]","6, 8, 4, 5","Shirt, Bag, Coat, Sandal"
8470.0,8470.png,"[0, 1, 0, 0, 0, 1, 0, 1, 0, 0]","1, 1, 5, 7","Trouser, Trouser, Sandal, Sneaker"
8471.0,8471.png,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1]","9, 2, 7, 8","Ankle boot, Pullover, Sneaker, Bag"
8472.0,8472.png,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1]","5, 5, 5, 9","Sandal, Sandal, Sandal, Ankle boot"
8473.0,8473.png,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","3, 8, 7, 9","Dress, Bag, Sneaker, Ankle boot"
8474.0,8474.png,"[1, 0, 1, 1, 1, 0, 0, 0, 0, 0]","4, 3, 2, 0","Coat, Dress, Pullover, T-shirt/top"
8475.0,8475.png,"[0, 1, 0, 0, 1, 0, 1, 1, 0, 0]","4, 7, 6, 1","Coat, Sneaker, Shirt, Trouser"
8476.0,8476.png,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 0]","7, 2, 0, 6","Sneaker, Pullover, T-shirt/top, Shirt"
8477.0,8477.png,"[1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","3, 4, 0, 1","Dress, Coat, T-shirt/top, Trouser"
8478.0,8478.png,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 1]","4, 9, 1, 5","Coat, Ankle boot, Trouser, Sandal"
8479.0,8479.png,"[0, 0, 0, 0, 1, 1, 1, 1, 0, 0]","5, 6, 7, 4","Sandal, Shirt, Sneaker, Coat"
8480.0,8480.png,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","9, 1, 1, 1","Ankle boot, Trouser, Trouser, Trouser"
8481.0,8481.png,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0]","4, 1, 1, 4","Coat, Trouser, Trouser, Coat"
8482.0,8482.png,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","1, 3, 7, 8","Trouser, Dress, Sneaker, Bag"
8483.0,8483.png,"[0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","3, 4, 2, 3","Dress, Coat, Pullover, Dress"
8484.0,8484.png,"[0, 0, 1, 1, 0, 0, 1, 1, 0, 0]","2, 3, 7, 6","Pullover, Dress, Sneaker, Shirt"
